msgid,openatv,openhdf,openpli,openvix,APPEARANCES,UNIQUES,DUPLICATES,EMPTIES
yellow,giel,giel,giel,giel,4,1,3,0
yes,ja,ja,ja,ja,4,1,3,0
yes (keep feeds),ja (feeds hâlde),ja (feeds hâlde),ja (feeds hâlde),ja (feeds hâlde),4,1,3,0
zap,knip,knip,knip,knip,4,1,3,0
zapped,knipt,knipt,knipt,knipt,4,1,3,0
%d jobs are running in the background!,,%d processen rinne op 'e eftergrûn,,%d processen rinne op 'e eftergrûn,2,1,1,0
A recording is currently running. Please stop the recording before trying to configure the positioner.,Opnimmen is dwaande. Stopje it opnimmen earst foar jo de rotor-ynstellingen wizigje.,Opnimmen is dwaande. Stopje it opnimmen earst foar jo de rotor-ynstellingen wizigje.,,,2,1,1,0
A recording is currently running. Please stop the recording before trying to start the satfinder.,"Opnimmen is dwaande. Stopje it opnimmen earst, foar jo de satfyner brûke.","Opnimmen is dwaande. Stopje it opnimmen earst, foar jo de satfyner brûke.",,,2,1,1,0
AA,,'',,,1,0,0,1
AB,,'',,,1,0,0,1
About...,Oer....,Oer....,,,2,1,1,0
Automatic Scan,Automatysk sykjen,Automatysk sykjen,,Automatysk sykjen,3,1,2,0
BA,,'',,,1,0,0,1
BB,,'',,,1,0,0,1
Behavior of 'pause' when paused,Gedrach fan 'pause' yn pause mode,Gedrach fan 'pause' yn pause mode,,Gedrach fan 'pause' yn pause mode,3,1,2,0
Behavior of 0 key in PiP-mode,Gedrach fan 0 toets yn PiP mode,Gedrach fan 0 toets yn PiP mode,,Gedrach fan 0 toets yn PiP mode,3,1,2,0
Change pin code,Feroarje pinkode,Feroarje pinkode,,,2,1,1,0
Coderate HP,Kode faasje HP,Kode faasje HP,,,2,1,1,0
Coderate LP,Kode faasje LP,Kode faasje LP,,,2,1,1,0
Committed DiSEqC command,,Oanwizen DiSEqC kommando,,,1,1,0,0
Conflicting timer,Tiidsbarren konflikt,Tiidsbarren konflikt,,Tiidsbarren konflikt,3,1,2,0
Constellation,Himmel,Himmel,,,2,1,1,0
Current version:,Hjoeddeiske ferzje :,Hjoeddeiske ferzje :,,Hjoeddeiske ferzje :,3,1,2,0
Deep Standby,Sliip stand,Sliip stand,,Sliip stand,3,1,2,0
DiSEqC repeats,,DiSEqC herhellingen,,,1,1,0,0
Do you really want to check the filesystem?\nThis could take a long time!,Wolle jo echt it bestânsysteem neisjen ?<br> Dit kin lang duorje !,Wolle jo echt it bestânsysteem neisjen ?<br> Dit kin lang duorje !,,Wolle jo echt it bestânsysteem neisjen ?<br> Dit kin lang duorje !,3,1,2,0
"Do you really want to download the plugin \""%s\""?","Wolle jo wier de plugin \""%s\"" binnenhelje ?","Wolle jo wier de plugin \""%s\"" binnenhelje ?",,"Wolle jo wier de plugin \""%s\"" binnenhelje ?",3,1,2,0
"Do you really want to remove the plugin \""%s\""?","Wolle jo wier de plugin \""%s\"" ferwiderje ?","Wolle jo wier de plugin \""%s\"" ferwiderje ?",,"Wolle jo wier de plugin \""%s\"" ferwiderje ?",3,1,2,0
Do you want to do a service scan?,Wolle jo no nei kanalen sykje ?,Wolle jo no nei kanalen sykje ?,,Wolle jo no nei kanalen sykje ?,3,1,2,0
Do you want to do another manual service scan?,Wolle jo opnei mei de hân sykje ?,Wolle jo opnei mei de hân sykje ?,,Wolle jo opnei mei de hân sykje ?,3,1,2,0
Download,Binnenhelje,Binnenhelje,,,2,1,1,0
Edit services list,,Wyzigje kanaallyst,,,1,1,0,0
Enable parental control,,Alderlik tasjoch ynskeakelje,,,1,1,0,0
Error executing plugin,Flater by útfieren fan ynstekker,Flater by útfieren fan ynstekker,,Flater by útfieren fan ynstekker,3,1,2,0
Extended Networksetup Plugin...,Utwreide Netwurkynstellingen Ynstekker...,Utwreide Netwurkynstellingen Ynstekker...,,Utwreide Netwurkynstellingen Ynstekker...,3,1,2,0
Extended Setup...,Utwreide Ynstellingen...,Utwreide Ynstellingen...,,Utwreide Ynstellingen...,3,1,2,0
Flash,,'',,,1,0,0,1
Flashing failed,Flashen misljearre,Flashen misljearre,,,2,1,1,0
Frontprocessor version: %d,,Foarprocessor ferzje: %d,,,1,1,0,0
Intermediate,Yntermediate,Yntermediate,,Yntermediate,3,1,2,0
Job View,Opdracht oansjoch,Opdracht oansjoch,,Opdracht oansjoch,3,1,2,0
Mainmenu,HaadMenu,HaadMenu,,HaadMenu,3,1,2,0
NFI image flashing completed. Press Yellow to Reboot!,NFI image flashen is klear. Druk giel om nei te starten!,NFI image flashen is klear. Druk giel om nei te starten!,,,2,1,1,0
Network Setup,Netwurk Ynstellingen,Netwurk Ynstellingen,,Netwurk Ynstellingen,3,1,2,0
New version:,Nije ferzje:,Nije ferzje:,,Nije ferzje:,3,1,2,0
No backup needed,Gjin backup nedich,Gjin backup nedich,,Gjin backup nedich,3,1,2,0
No details for this image file,Gjin details beskikber foar dit image triem,Gjin details beskikber foar dit image triem,,,2,1,1,0
No valid service PIN found!\nDo you like to change the service PIN now?\nWhen you say 'No' here the service protection stay disabled!,,Gjin jildige service PIN fûn !\nWolle jo dizze no ynstelle ?\nBy 'nee' wurd de service befeiliging útskeakele !,,,1,1,0,0
No valid setup PIN found!\nDo you like to change the setup PIN now?\nWhen you say 'No' here the setup protection stay disabled!,,Gjin jildige ynstellingen PIN fûn !\nWolle jo dizze no ynstelle ?\nBy 'nee' wurd de ynstellingen befeiliging útskeakele !,,,1,1,0,0
"No, do nothing.","Nee, doch neat..","Nee, doch neat..",,"Nee, doch neat..",3,1,2,0
"No, just start my %s %s","Nee, allinne myn %s %s starte","Nee, allinne myn %s %s starte",,"Nee, allinne myn %s %s starte",3,1,2,0
"No, scan later manually","Nee, letter mei de hân sykje","Nee, letter mei de hân sykje",,"Nee, letter mei de hân sykje",3,1,2,0
"OK, guide me through the upgrade process","Ok, rin troch it bywurkjen proces","Ok, rin troch it bywurkjen proces",,"Ok, rin troch it bywurkjen proces",3,1,2,0
PIDs,,'',,,1,0,0,1
Parental control type,,Alderlik tasjoch type,,,1,1,0,0
Play Audio-CD...,,Ofspylje fan Audio-CD...,,Ofspylje fan Audio-CD...,2,1,1,0
Please check your network settings!,Graach netwurk ynstellingen neisjen!,Graach netwurk ynstellingen neisjen!,,,2,1,1,0
Press OK to start the scan,Druk Ok om sykjen te starten,Druk Ok om sykjen te starten,,,2,1,1,0
Protect setup,,Ynstellingen befeiligje,,,1,1,0,0
Provider to scan,,Utstjoerder ôfsykje,,,1,1,0,0
Satfinder,Sat  syker,Sat  syker,,,2,1,1,0
Seperate titles with a main menu,Aparte triemen mei in haad menu,Aparte triemen mei in haad menu,,Aparte triemen mei in haad menu,3,1,2,0
Show services beginning with,,Kanalen sjen litte beginnent mei,,,1,1,0,0
Single transponder,,Ien transponder,,,1,1,0,0
Standby / Restart,Paraatmode / Nijstart,Paraatmode / Nijstart,,,2,1,1,0
Terrestrial provider,,Ether útstjoerder,,,1,1,0,0
The backup failed. Please choose a different backup location.,Backup is mislearre. Kies in oare backup lokaasje.,Backup is mislearre. Kies in oare backup lokaasje.,,Backup is mislearre. Kies in oare backup lokaasje.,3,1,2,0
The following device was found:\n\n%s\n\nDo you want to write the USB flasher to this stick?,It folgende apparaat wie fûn:\n\n%s\n\nWolle jo de USB flasher nei dizze stick skriuwe ?,It folgende apparaat wie fûn:\n\n%s\n\nWolle jo de USB flasher nei dizze stick skriuwe ?,,,2,1,1,0
The wizard can backup your current settings. Do you want to do a backup now?,De gucheler kin jo ynstellingen efterút sette. Wolle jo no een backup meitsje ?,De gucheler kin jo ynstellingen efterút sette. Wolle jo no een backup meitsje ?,,De gucheler kin jo ynstellingen efterút sette. Wolle jo no een backup meitsje ?,3,1,2,0
The wizard is finished now.,De gucheler is klear.,De gucheler is klear.,,De gucheler is klear.,3,1,2,0
There might not be enough space on the selected partition..\nDo you really want to continue?,Blikber is der net genôch rûmte op de koazen partysje.\nWolle jo trochgean ?,Blikber is der net genôch rûmte op de koazen partysje.\nWolle jo trochgean ?,,Blikber is der net genôch rûmte op de koazen partysje.\nWolle jo trochgean ?,3,1,2,0
Tuner status,,'',,,1,0,0,1
USB stick wizard,USB stick gûcheler,USB stick gûcheler,,,2,1,1,0
Uncommitted DiSEqC command,,Net oanwizen DiSEqC kommando,,,1,1,0,0
Upgrading,An it bywurkjen,An it bywurkjen,,An it bywurkjen,3,1,2,0
What do you want to scan?,Wat wolle jo ôfsykje ?,Wat wolle jo ôfsykje ?,,Wat wolle jo ôfsykje ?,3,1,2,0
Where do you want to backup your settings?,Wêr wolle jo de gegevens opslaan?,Wêr wolle jo de gegevens opslaan?,,Wêr wolle jo de gegevens opslaan?,3,1,2,0
"Yes, backup my settings!","Ja, myn ynstellingen extra bewarje","Ja, myn ynstellingen extra bewarje",,"Ja, myn ynstellingen extra bewarje",3,1,2,0
"Yes, do a manual scan now","Ja, no hânmatig sykje","Ja, no hânmatig sykje",,"Ja, no hânmatig sykje",3,1,2,0
"Yes, do an automatic scan now","Ja, no automatysk sykje","Ja, no automatysk sykje",,"Ja, no automatysk sykje",3,1,2,0
"Yes, do another manual scan now","Ja, no nochris hânmatig sykje","Ja, no nochris hânmatig sykje",,"Ja, no nochris hânmatig sykje",3,1,2,0
"Yes, restore the settings now","Ja, no de ynstellingen werom sette","Ja, no de ynstellingen werom sette",,"Ja, no de ynstellingen werom sette",3,1,2,0
"Yes, shut down now.","Ja, no útskeakelje","Ja, no útskeakelje",,"Ja, no útskeakelje",3,1,2,0
You have chosen to create a new .NFI flasher bootable USB stick. This will repartition the USB stick and therefore all data on it will be erased.,Jo hawwe koazen in neie .NFI opstart USB stick te meitsjen. Dit sil de USB opnei partitionearje en sa sil alle data ferlên gean.,Jo hawwe koazen in neie .NFI opstart USB stick te meitsjen. Dit sil de USB opnei partitionearje en sa sil alle data ferlên gean.,,,2,1,1,0
"You need a PC connected to your %s %s. If you need further instructions, please visit the website http://www.hdfreaks.cc.\nYour %s %s will now be halted. After you have performed the update instructions from the website, your new firmware will ask you to restore your settings.",,"De moat in PC oan de %s %s ansluten weze. Foar mear ynstruktiessjoch op de webside http://www.hdfreaks.cc.\nJo %s %s sil no stopje. Nei it bywurkjen neffens de webside, de neie software sil jo freegje om de oarspronkelike ynstellingen werom te setten.",,,1,1,0,0
Your %s %s is shutting down. Please wait...,Jo %s %s wurd no ôfsluten. Eefkes wachtsje...,Jo %s %s wurd no ôfsluten. Eefkes wachtsje...,,Jo %s %s wurd no ôfsluten. Eefkes wachtsje...,3,1,2,0
Your backup succeeded. We will now continue to explain the further upgrade process.,It extra bewarjen is slagge. Wy gjinne jo fierder mei utlizzen fan it bywurk proces.,It extra bewarjen is slagge. Wy gjinne jo fierder mei utlizzen fan it bywurk proces.,,It extra bewarjen is slagge. Wy gjinne jo fierder mei utlizzen fan it bywurk proces.,3,1,2,0
Your frontprocessor firmware must be upgraded.\nPress OK to start upgrade.,Jo foarprocessor software moat bywurke wurde\nDruk Ok om te begjinnen.,Jo foarprocessor software moat bywurke wurde\nDruk Ok om te begjinnen.,,Jo foarprocessor software moat bywurke wurde\nDruk Ok om te begjinnen.,3,1,2,0
abort alternatives edit,alternatieven bewurkjen ôfbrekke,alternatieven bewurkjen ôfbrekke,,,2,1,1,0
abort bouquet edit,boeket bewurkjen ôfbrekke,boeket bewurkjen ôfbrekke,,,2,1,1,0
abort favourites edit,favoriet bewurkje ôfbrekke,favoriet bewurkje ôfbrekke,,,2,1,1,0
add alternatives,alernatief tafoegje,alernatief tafoegje,,,2,1,1,0
add bookmark,boekmerk tafoegje,boekmerk tafoegje,,boekmerk tafoegje,3,1,2,0
add bouquet,boeket tafoegje,boeket tafoegje,,,2,1,1,0
add marker,marker tafoegje,marker tafoegje,,,2,1,1,0
add service to bouquet,kanaal tafoegje oan bouquet,kanaal tafoegje oan bouquet,,,2,1,1,0
add service to favourites,kanaal tafoegje oan favorieten,kanaal tafoegje oan favorieten,,,2,1,1,0
add to parental protection,âlderlik tasjoch tafoegje ,âlderlik tasjoch tafoegje ,,,2,1,1,0
complex,,'',,,1,0,0,1
continue,gjea fierder,gjea fierder,,,2,1,1,0
copy to bouquets,kopieer nei boeketten,kopieer nei boeketten,,,2,1,1,0
create directory,map meitsje,map meitsje,,map meitsje,3,1,2,0
disable move mode,ferpleats modus útskeakelje,ferpleats modus útskeakelje,,,2,1,1,0
edit alternatives,bewurkje alternatief,bewurkje alternatief,,,2,1,1,0
enable bouquet edit,bewurkjen boeket oan,bewurkjen boeket oan,,,2,1,1,0
enable favourite edit,bewurkjen favorieten oan,bewurkjen favorieten oan,,,2,1,1,0
enable move mode,ferpleatsen mode oan,ferpleatsen mode oan,,,2,1,1,0
end alternatives edit,bewurkjen alternatief út,bewurkjen alternatief út,,,2,1,1,0
end bouquet edit,bewurkjen boeket út,bewurkjen boeket út,,,2,1,1,0
end favourites edit,bewurkjen favoriet út,bewurkjen favoriet út,,,2,1,1,0
equal to,gelyk oan,gelyk oan,,,2,1,1,0
fine-tune your display,,it skerm fyn tune,,,1,1,0,0
free diskspace,freie skiif rûmte,freie skiif rûmte,,freie skiif rûmte,3,1,2,0
loopthrough to,trochskeakele nei,trochskeakele nei,,,2,1,1,0
remove all alternatives,ferwiderje alle alternatieven,ferwiderje alle alternatieven,,,2,1,1,0
remove all new found flags,ferwiderje nij fûn flaggen,ferwiderje nij fûn flaggen,,,2,1,1,0
remove bookmark,boekmerk ferwiderje,boekmerk ferwiderje,,boekmerk ferwiderje,3,1,2,0
remove directory,map ferwiderje,map ferwiderje,,map ferwiderje,3,1,2,0
remove entry,ferwiderje yngong,ferwiderje yngong,,,2,1,1,0
remove from parental protection,ferwiderje út alderlik tasjoch,ferwiderje út alderlik tasjoch,,,2,1,1,0
remove new found flag,ferwiderje nij fun flagge,ferwiderje nij fun flagge,,,2,1,1,0
remove selected satellite,selektearre sat ferwiderje,selektearre sat ferwiderje,,,2,1,1,0
repeat playlist,ôfspyllyst opnei spylje,ôfspyllyst opnei spylje,,ôfspyllyst opnei spylje,3,1,2,0
save last directory on exit,Lêste map opslaan by ôfsluten,Lêste map opslaan by ôfsluten,,Lêste map opslaan by ôfsluten,3,1,2,0
save playlist on exit,Ofspiellyst opslaan by ôfsluten,Ofspiellyst opslaan by ôfsluten,,Ofspiellyst opslaan by ôfsluten,3,1,2,0
second cable of motorized LNB,twadde kabel fan LNB-motor,twadde kabel fan LNB-motor,,,2,1,1,0
select,kies,kies,,kies,3,1,2,0
show alternatives,alternatieven sjen litte,alternatieven sjen litte,,,2,1,1,0
show transponder info,transponder ynfo sjen litte,transponder ynfo sjen litte,,,2,1,1,0
skip backward (enter time),efterút oerslaan (tiid ynjaan),efterút oerslaan (tiid ynjaan),,efterút oerslaan (tiid ynjaan),3,1,2,0
skip forward (enter time),foarút oerslaan (tiid ynjaan),foarút oerslaan (tiid ynjaan),,foarút oerslaan (tiid ynjaan),3,1,2,0
start directory,start map,start map,,start map,3,1,2,0
switch to bookmarks,skeakelje nei boekmerkers,skeakelje nei boekmerkers,,skeakelje nei boekmerkers,3,1,2,0
switch to filelist,skeakelje nei triemlyst,skeakelje nei triemlyst,,skeakelje nei triemlyst,3,1,2,0
view extensions...,lit útbreidingen sjen...,lit útbreidingen sjen...,,,2,1,1,0
whitelist,,wyte lyst,,,1,1,0,0
KA-SAT,,,,KA-SAT (9°E),1,1,0,0
"You need a PC connected to your %s %s. If you need further instructions, please visit the website http://www.dm7025.de.\nYour %s %s will now be halted. After you have performed the update instructions from the website, your new firmware will ask you to restore your settings.",,,,"De moat in PC oan de %s %s ansluten weze. Foar mear ynstruktiessjoch op de webside http://www.dm7025.de.\nJo %s %s sil no stopje. Nei it bywurkjen neffens de webside, de neie software sil jo freegje om de oarspronkelike ynstellingen werom te setten.",1,1,0,0
