msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Spanish,Español (Spanish),Spanish,Spanish,Spanish,MISMATCH (ALL),
Specify extra timeframe to ignore inactivity sleeptimer,,,'',,SOLITARY,
Specify if you want to set the blocktimes separately by weekday,,,'',,SOLITARY,
Specify the end time to ignore the shutdown timer when the receiver is in standby mode,,,'',,SOLITARY,
Specify the end time until the inactivity sleeptimer should be ignored,,,'',,SOLITARY,
Specify the extra end time until the inactivity sleeptimer should be ignored,,,'',,SOLITARY,
Specify the extra start time when the inactivity sleeptimer should be ignored,,,'',,SOLITARY,
Specify the start time to ignore the shutdown timer when the receiver is in standby mode,,,'',,SOLITARY,
Specify the start time when the inactivity sleeptimer should be ignored,,,'',,SOLITARY,
Specify timeframe to ignore inactivity sleeptimer,,,'',,SOLITARY,
Specify timeframe to ignore the shutdown in standby,,,'',,SOLITARY,
Split preview mode,'',Split preview mode,Split preview mode,Split preview mode,INCOMPLETE (ALL),
Splitscreen,Split screen,,'',,INCOMPLETE (SOME),
Sports,'',Sports,Sports,Sports,INCOMPLETE (ALL),
Sri Lanka,'',,'','',EMPTY (SOME),
Standard,standard,Standard,Standard,Standard,MISMATCH (ALL),capitalisation
Standart list,,,'',,SOLITARY,
Standby,'',Standby,Standby,Standby,INCOMPLETE (ALL),
Standby / restart,'',Standby / restart,Standby / restart,Standby / restart,INCOMPLETE (ALL),
Standby after current event,,,'',,SOLITARY,
Standby fan %d PWM,,,Standby fan %d PWM,,SOLITARY,
Standby fan %d voltage,,,Standby fan %d voltage,,SOLITARY,
Standby in ,,,'',,SOLITARY,
Start directory,,,Start directory,,SOLITARY,
Start from the beginning,'',Start from the beginning,Start from the beginning,Start from the beginning,INCOMPLETE (ALL),
Start instant recording,'','','',,EMPTY (SOME),
Start offline decode,'',Start offline decode,Start offline decode,Start offline decode,INCOMPLETE (ALL),
Start recording?,Select a recording option:,Start recording?,Start recording?,Start recording?,MISMATCH (ALL),
Start teletext,'',,'',,EMPTY (SOME),
Start test,'',Start test,Start test,Start test,INCOMPLETE (ALL),
Start time,'',Start time,Start time,Start time,INCOMPLETE (ALL),
Start time to ignore inactivity sleeptimer,,,'',,SOLITARY,
Start time to ignore shutdown in standby,,,'',,SOLITARY,
Start timeshift,'',Start timeshift,Start timeshift,Start timeshift,INCOMPLETE (ALL),
Start with list screen,,'',Start with list screen,,INCOMPLETE (SOME),
Starting on,'',Starting on,Starting on,Starting on,INCOMPLETE (ALL),
Startup the set top box in standby,,,'',,SOLITARY,
Startup to Standby,,,'',,SOLITARY,
Step east,'',Step east,Step east,Step east,INCOMPLETE (ALL),
Step west,'',Step west,Step west,Step west,INCOMPLETE (ALL),
Stepped east,'',Stepped east,Stepped east,Stepped east,INCOMPLETE (ALL),
Stepped west,'',Stepped west,Stepped west,Stepped west,INCOMPLETE (ALL),
Stop,'',Stop,Stop,Stop,INCOMPLETE (ALL),
Stop PiP,'',Stop PiP,Stop PiP,Stop PiP,INCOMPLETE (ALL),
Stop all current recordings,,,'',,SOLITARY,
Stop and delete all current recordings,,,'',,SOLITARY,
Stop and delete recording,,,'',,SOLITARY,
Stop and delete recording:,,,'',,SOLITARY,
Stop and delete recordings:,,,'',,SOLITARY,
Stop current event and disable coming events,'',Stop current event and disable coming events,Stop current event and disable coming events,,INCOMPLETE (SOME),
Stop current event but not coming events,Stop current event but not upcoming events,Stop current event but not coming events,Stop current event but not coming events,,MISMATCH (SOME),
Stop entry,'',Stop entry,Stop entry,Stop entry,INCOMPLETE (ALL),
Stop play TV,,,'','',EMPTY (SOME),
Stop playing this movie?,'',Stop playing this movie?,Stop playing this movie?,Stop playing this movie?,INCOMPLETE (ALL),
Stop recording,Stop recording...,Stop recording,Stop recording,Stop recording,MISMATCH (ALL),
Stop recording and delete,'',Stop recording and delete,Stop recording and delete,Stop recording and delete,INCOMPLETE (ALL),
Stop recording:,,,'',,SOLITARY,
Stop recordings:,,,'',,SOLITARY,
Stop service on return to movie list,'','','',,EMPTY (SOME),
Stop test,'',Stop test,Stop test,Stop test,INCOMPLETE (ALL),
Stop testing plane after # failed transponders,'',Stop testing plane after # failed transponders,Stop testing plane after # failed transponders,Stop testing plane after # failed transponders,INCOMPLETE (ALL),
Stop testing plane after # successful transponders,'',Stop testing plane after # successful transponders,Stop testing plane after # successful transponders,Stop testing plane after # successful transponders,INCOMPLETE (ALL),
Stop timer recording,'',Stop timer recording,'',Stop timer recording,INCOMPLETE (ALL),
Stop timeshift,Stop timeshift without saving buffer,Stop timeshift,Stop timeshift,Stop timeshift,MISMATCH (ALL),
Stop timeshift?,,,Stop timeshift?,,SOLITARY,
Stop using as startup service,,,Stop using as startup service,,SOLITARY,
Stopped,'',Stopped,Stopped,Stopped,INCOMPLETE (ALL),
Store at index,'',Store at index,Store at index,Store at index,INCOMPLETE (ALL),
Store position,'',Store position,Store position,Store position,INCOMPLETE (ALL),
Stored position,'',Stored position,Stored position,Stored position,INCOMPLETE (ALL),
Stream,'',Stream,Stream,Stream,INCOMPLETE (ALL),
Stream request,'',Stream request,Stream request,Stream request,INCOMPLETE (ALL),
Streaming clients info,Streaming Clients,'','',,INCOMPLETE (SOME),
Strongest position,'',Strongest position,Strongest position,Strongest position,INCOMPLETE (ALL),
Subservice list...,,,Subservice list...,,SOLITARY,
Subservices,'',Subservices,Subservices,Subservices,INCOMPLETE (ALL),
Subtitle Quickmenu,Subtitle Quick Menu,Subtitle Quickmenu,'',,MISMATCH (SOME),
Subtitle alignment,Horizontal alignment,Subtitle alignment,Subtitle alignment,Subtitle alignment,MISMATCH (ALL),
Subtitle border width,'',Subtitle border width,Subtitle border width,Subtitle border width,INCOMPLETE (ALL),
Subtitle delay when timing is bad,'',Subtitle delay when timing is bad,Subtitle delay when timing is bad,Subtitle delay when timing is bad,INCOMPLETE (ALL),
Subtitle delay when timing lacks,'',Subtitle delay when timing lacks,Subtitle delay when timing lacks,Subtitle delay when timing lacks,INCOMPLETE (ALL),
Subtitle font size,Subtitle text size,Subtitle font size,Subtitle font size,Subtitle font size,MISMATCH (ALL),
Subtitle language selection 1,Subtitle language 1,Subtitle language selection 1,Subtitle language selection 1,Subtitle language selection 1,MISMATCH (ALL),
Subtitle language selection 2,Subtitle language 2,Subtitle language selection 2,Subtitle language selection 2,Subtitle language selection 2,MISMATCH (ALL),
Subtitle language selection 3,Subtitle language 3,Subtitle language selection 3,Subtitle language selection 3,Subtitle language selection 3,MISMATCH (ALL),
Subtitle language selection 4,Subtitle language 4,Subtitle language selection 4,Subtitle language selection 4,Subtitle language selection 4,MISMATCH (ALL),
Subtitle position,Vertical position,Subtitle position,Subtitle position,Subtitle position,MISMATCH (ALL),
Subtitle selection,Select Subtitles,Subtitle selection,Subtitle selection,Subtitle selection,MISMATCH (ALL),
Subtitle selection...,'',Subtitle selection...,Subtitle selection...,Subtitle selection...,INCOMPLETE (ALL),
Subtitle settings,Subtitle Settings,Subtitle settings,Subtitle settings,,MISMATCH (SOME),capitalisation
Subtitles,'',Subtitles,Subtitles,Subtitles,INCOMPLETE (ALL),
Subtitles Settings,'','','',,EMPTY (SOME),
Succeeded:,'',,'',,EMPTY (SOME),
Sudan,'',,'','',EMPTY (SOME),
Sun,'',Sun,Sun,Sun,INCOMPLETE (ALL),
Sunday,'',Sunday,Sunday,Sunday,INCOMPLETE (ALL),
Svalbard and Jan Mayen,'',,'','',EMPTY (SOME),
Swap PiP,,,'',,SOLITARY,
Swap PiP and main picture,'',Swap PiP and main picture,Swap PiP and main picture,Swap PiP and main picture,INCOMPLETE (ALL),
Swap services,'',Swap services,Swap services,Swap services,INCOMPLETE (ALL),
Swaziland,'',,'','',EMPTY (SOME),
Swedish,Svenska (Swedish),Swedish,Swedish,Swedish,MISMATCH (ALL),
Switch,,,'',,SOLITARY,
Switch TV to correct input,'',Switch TV to correct input,Switch TV to correct input,Switch TV to correct input,INCOMPLETE (ALL),
Switch between filelist/playlist,Switch between file list/playlist,Switch between filelist/playlist,'',Switch between filelist/playlist,MISMATCH (ALL),
Switch between normal mode and list mode,'','',Switch between normal mode and list mode,,INCOMPLETE (SOME),
Switch channel down,,,'',,SOLITARY,
Switch channel up,,,'',,SOLITARY,
Switch to TV mode,'',,'',,EMPTY (SOME),
Switch to bookmarks,,,Switch to bookmarks,,SOLITARY,
Switch to filelist,Switch to file list,Switch to filelist,Switch to filelist,Switch to filelist,MISMATCH (ALL),whitespace
Switch to next bouquet,,,'',,SOLITARY,
Switch to next channel,,,'',,SOLITARY,
Switch to next channel in history,'',Switch to next channel in history,Switch to next channel in history,,INCOMPLETE (SOME),
Switch to next sub service,Switch to next subservice,Switch to next sub service,Switch to next sub service,Switch to next sub service,MISMATCH (ALL),whitespace
Switch to playlist,'',Switch to playlist,Switch to playlist,Switch to playlist,INCOMPLETE (ALL),
Switch to previous bouquet,,,'',,SOLITARY,
Switch to previous channel,'',Switch to previous channel,Switch to previous channel,,INCOMPLETE (SOME),
Switch to previous channel in history,'',Switch to previous channel in history,Switch to previous channel in history,,INCOMPLETE (SOME),
Switch to previous sub service,Switch to previous subservice,Switch to previous sub service,Switch to previous sub service,Switch to previous sub service,MISMATCH (ALL),whitespace
Switch to radio mode,'',,'',,EMPTY (SOME),
Switzerland,'',,'','',EMPTY (SOME),
Symbol rate,'',Symbol rate,Symbol rate,Symbol rate,INCOMPLETE (ALL),
Symbol rate & FEC,,,'',,SOLITARY,
Symbol rate:,,,'',,SOLITARY,
Sync failure moving back to origin !,Sync failure moving back to origin!,Sync failure moving back to origin !,Sync failure moving back to origin !,Sync failure moving back to origin !,MISMATCH (ALL),whitespace
Syrian Arab Republic,'',,'','',EMPTY (SOME),
System,'',System,System,System,INCOMPLETE (ALL),
System & Modulation,,,'',,SOLITARY,
T2MI PLP,'',,'','',EMPTY (SOME),
T2MI PLP ID,'',,'',,EMPTY (SOME),
T2MI RAW Mode,'',,'','',EMPTY (SOME),
TEXT,'',,'','',EMPTY (SOME),
TRANSLATOR_INFO,'',TRANSLATOR_INFO,This translation is offered to you courtesy of:\nthe OpenPLi team\nFor corrections please email us on:\ntranslators@openpli.org,TRANSLATOR_INFO,MISMATCH (ALL),
TS file is too large for ISO9660 level 1!,'',TS file is too large for ISO9660 level 1!,TS file is too large for ISO9660 level 1!,TS file is too large for ISO9660 level 1!,INCOMPLETE (ALL),
TSID,'',TSID,TSID,TSID,INCOMPLETE (ALL),
TUNER:,,,'',,SOLITARY,
TUNING,,TUNING,'',TUNING,INCOMPLETE (SOME),
TV physical address report,'',TV physical address report,TV physical address report,TV physical address report,INCOMPLETE (ALL),
TXT PID,'',TXT PID,TXT PID,TXT PID,INCOMPLETE (ALL),
Table of contents for collection,,Table of contents for collection,Table of contents for collection,Table of contents for collection,UNCHANGED (SOME),
Tags,'',Tags,Tags,Tags,INCOMPLETE (ALL),
Taiwan,'',,'',,EMPTY (SOME),
Tajikistan,'',,'','',EMPTY (SOME),
"Tanzania, United Republic of",'',,'','',EMPTY (SOME),
Teletext subtitle color,'',Teletext subtitle color,Teletext subtitle color,Teletext subtitle color,INCOMPLETE (ALL),
Temperature and fan control,,,Temperature and fan control,,SOLITARY,
Terrestrial,'',Terrestrial,Terrestrial,Terrestrial,INCOMPLETE (ALL),
Test DiSEqC settings,'',Test DiSEqC settings,Test DiSEqC settings,Test DiSEqC settings,INCOMPLETE (ALL),
Test mode,'',Test mode,Test mode,Test mode,INCOMPLETE (ALL),
Test the network configuration of your receiver.\n,,,Test the network configuration of your receiver.\n,,SOLITARY,
Test type,'',Test type,Test type,Test type,INCOMPLETE (ALL),
Testscreens,Test Screens,,'',,INCOMPLETE (SOME),
Testscreens that are helpfull to fine-tune your display,Test screens to help you fine-tune your display,'','','',INCOMPLETE (ALL),
Text color,'',Text color,Text color,Text color,INCOMPLETE (ALL),
Thai,ภาษาไทย (Thai),Thai,Thai,Thai,MISMATCH (ALL),
Thank you for using the wizard.\nPlease press OK to continue.,Thanks for using the wizard!\n\nPress OK to continue...,Thank you for using the wizard.\nPlease press OK to continue.,Thank you for using the wizard.\nPlease press OK to continue.,Thank you for using the wizard.\nPlease press OK to continue.,MISMATCH (ALL),
Thank you for using the wizard. Your receiver is now ready for use.\nPress OK to start using your receiver.,,,Thank you for using the wizard. Your receiver is now ready for use.\nPress OK to start using your receiver.,,SOLITARY,
The %d min remaining before the end of the event.,,,'',,SOLITARY,
The DVD standard doesn't support H.264 (HDTV) video streams. Do you want to create a special format data DVD (which will not play in stand-alone DVD players) instead?,,,The DVD standard doesn't support H.264 (HDTV) video streams. Do you want to create a special format data DVD (which will not play in stand-alone DVD players) instead?,,SOLITARY,
